ListingID,City,PropertyType,BHK,Bathrooms,Balconies,Furnishing,CarpetArea_sqft,Floor,TotalFloors,BuildingType,YearBuilt,AgeYears,Facing,Price_INR
HP00324,Ahmedabad,Apartment,1,1,2,Furnished,702,15,18,High Rise,2007,18,North-East,5000000
HP01638,Kolkata,Penthouse,3,4,1,Unfurnished,1845,4,19,High Rise,2011,14,West,20480000
HP00784,Bengaluru,Apartment,2,2,1,Semi-Furnished,771,7,12,Mid Rise,2011,14,North-East,10690000
HP01563,MMR,Studio,0,2,1,Furnished,532,2,4,Standalone Building,2002,23,North,10840000
HP00701,Kolkata,Villa,3,3,1,Semi-Furnished,1577,0,1,Bungalow,2020,5,East,19900000
HP00162,Hyderabad,Apartment,2,2,3,Semi-Furnished,945,1,12,Mid Rise,2005,20,North,10810000
HP00936,Bengaluru,Studio,0,1,1,Semi-Furnished,389,6,10,Mid Rise,2013,12,South-West,5030000
HP01858,Chennai,Studio,0,2,1,Unfurnished,542,10,12,Mid Rise,2011,14,North,5590000
HP00360,Kolkata,Apartment,2,3,1,Semi-Furnished,788,22,22,High Rise,2020,5,South,9390000
HP01608,Chennai,Apartment,3,3,1,Semi-Furnished,1170,11,37,High Rise,2025,0,West,13700000
HP00136,Delhi NCR,Row House,1,2,2,Semi-Furnished,450,9,11,Gated Community,2019,6,North-East,7160000
HP02013,Bengaluru,Penthouse,3,3,1,Unfurnished,1548,4,26,High Rise,2015,10,North-West,26750000
HP00895,Chennai,Studio,0,2,1,Semi-Furnished,347,3,14,High Rise,2014,11,East,3870000
HP01722,Chennai,Independent House,4,4,2,Furnished,2528,6,9,Gated Community,2007,18,North-East,32450000
HP00780,Delhi NCR,Villa,2,3,2,Unfurnished,1022,0,1,Bungalow,2015,10,South-West,15040000
HP00939,Kolkata,Independent House,3,4,2,Unfurnished,1690,0,1,Bungalow,1998,27,South-East,14450000
HP01560,Bengaluru,Penthouse,5,6,2,Unfurnished,3849,12,16,High Rise,2020,5,South-East,68130000
HP00127,Delhi NCR,Apartment,2,2,3,Semi-Furnished,754,14,27,High Rise,2021,4,South,9860000
HP01445,Delhi NCR,Apartment,1,2,2,Unfurnished,594,21,33,High Rise,2025,0,North-West,8090000
HP01973,Bengaluru,Penthouse,3,4,2,Semi-Furnished,1380,9,23,High Rise,2013,12,West,21950000
HP00949,Chennai,Independent House,3,4,1,Furnished,1716,8,10,Gated Community,2018,7,North-East,23670000
HP02303,Ahmedabad,Villa,4,4,2,Unfurnished,2422,3,6,Gated Community,2017,8,North-West,19970000
HP01375,Ahmedabad,Apartment,2,2,1,Furnished,1093,11,12,Mid Rise,2025,0,North-East,8460000
HP01226,Kolkata,Studio,0,2,1,Unfurnished,352,6,8,Mid Rise,2005,20,West,3110000
HP01719,Pune,Apartment,2,2,1,Unfurnished,757,4,22,High Rise,2008,17,East,8600000
HP00167,MMR,Apartment,3,4,2,Unfurnished,1047,5,9,Mid Rise,2011,14,South-East,21750000
HP02322,Bengaluru,Apartment,3,4,2,Semi-Furnished,1283,1,4,Standalone Building,2015,10,North-West,14700000
HP00314,Hyderabad,Independent House,3,3,1,Unfurnished,1875,12,12,Gated Community,2009,16,North,21120000
HP01184,Bengaluru,Apartment,3,3,1,Unfurnished,1754,2,9,Mid Rise,2019,6,West,26750000
HP01156,Bengaluru,Apartment,2,2,2,Unfurnished,1169,6,18,High Rise,2015,10,North,13700000
HP00006,Ahmedabad,Apartment,2,3,1,Unfurnished,1125,31,35,High Rise,2008,17,East,7440000
HP00087,Bengaluru,Studio,0,2,1,Unfurnished,527,7,25,High Rise,2019,6,North,5490000
HP00628,Delhi NCR,Apartment,3,4,1,Semi-Furnished,1192,18,37,High Rise,2020,5,North-West,14740000
HP00991,Delhi NCR,Row House,1,2,2,Furnished,530,0,5,Low Rise,2021,4,South-West,8900000
HP00146,Delhi NCR,Apartment,3,4,2,Unfurnished,1493,3,20,High Rise,2009,16,North-East,18150000
HP02146,Pune,Apartment,4,4,1,Furnished,1551,0,5,Standalone Building,2014,11,North-East,17690000
HP01622,MMR,Apartment,1,1,2,Semi-Furnished,609,10,10,Gated Community,2018,7,South,15620000
HP00489,Pune,Apartment,2,3,3,Unfurnished,1188,5,13,High Rise,2024,1,East,16260000
HP00381,Ahmedabad,Apartment,3,4,3,Semi-Furnished,1627,6,9,Mid Rise,2008,17,East,13060000
HP00017,Ahmedabad,Apartment,1,1,1,Semi-Furnished,763,2,9,Mid Rise,2008,17,North-East,5800000
HP02137,Bengaluru,Apartment,3,4,2,Semi-Furnished,1073,7,9,Mid Rise,2010,15,South-West,12840000
HP01765,MMR,Apartment,2,2,3,Semi-Furnished,726,17,18,High Rise,2021,4,North-East,15700000
HP01874,Chennai,Studio,0,1,1,Unfurnished,434,1,10,Mid Rise,2018,7,North-West,4600000
HP02103,MMR,Studio,0,2,1,Unfurnished,401,5,5,Standalone Building,2011,14,West,8220000
HP00684,MMR,Apartment,3,4,2,Semi-Furnished,1751,24,24,High Rise,2024,1,North-East,43770000
HP00827,Pune,Independent House,5,6,1,Semi-Furnished,3709,0,2,Bungalow,2021,4,South-West,48150000
HP00316,Kolkata,Apartment,1,2,1,Unfurnished,560,7,8,Mid Rise,2015,10,North-East,5010000
HP02202,Ahmedabad,Apartment,2,3,1,Unfurnished,1141,18,29,High Rise,2006,19,South-West,7740000
HP00462,Pune,Apartment,2,3,1,Unfurnished,987,4,4,Standalone Building,2005,20,South-West,13720000
HP01943,Ahmedabad,Studio,0,2,1,Furnished,383,5,5,Standalone Building,2013,12,South,2770000
HP00206,Pune,Apartment,3,4,1,Unfurnished,1338,17,20,High Rise,2016,9,North,19320000
HP02093,Bengaluru,Apartment,1,2,1,Unfurnished,501,8,11,Mid Rise,1997,28,South-West,4990000
HP00064,Kolkata,Apartment,3,4,1,Furnished,1018,7,10,Mid Rise,2012,13,East,11470000
HP02203,Ahmedabad,Studio,0,2,1,Unfurnished,421,10,14,High Rise,2014,11,West,2610000
HP01009,Pune,Apartment,3,3,1,Semi-Furnished,1153,3,10,Gated Community,2017,8,South-West,14360000
HP01073,MMR,Apartment,3,3,1,Semi-Furnished,1428,6,12,Gated Community,2020,5,North-East,33260000
HP01406,Hyderabad,Studio,0,2,0,Unfurnished,497,4,14,High Rise,2006,19,South-East,5160000
HP00346,Kolkata,Apartment,2,3,1,Furnished,974,2,5,Standalone Building,2006,19,North,9180000
HP00418,Delhi NCR,Penthouse,4,5,2,Semi-Furnished,1737,27,30,High Rise,2025,0,South,33740000
HP02037,Chennai,Apartment,3,3,2,Unfurnished,1850,7,10,Gated Community,2018,7,West,26450000
HP01925,Ahmedabad,Apartment,2,3,3,Semi-Furnished,977,3,9,Mid Rise,2010,15,South-East,7070000
HP01921,MMR,Apartment,4,4,2,Semi-Furnished,2423,4,27,High Rise,2021,4,East,52770000
HP01565,Kolkata,Apartment,1,2,3,Furnished,461,3,6,Mid Rise,2018,7,South-East,5090000
HP01614,Ahmedabad,Apartment,4,4,3,Unfurnished,2184,2,3,Standalone Building,2015,10,East,16290000
HP00523,Hyderabad,Apartment,2,3,1,Semi-Furnished,1235,32,33,High Rise,2011,14,East,13420000
HP02014,Pune,Apartment,3,4,3,Unfurnished,1024,4,9,Mid Rise,2012,13,North-West,13300000
HP01468,Delhi NCR,Apartment,3,4,2,Furnished,1703,9,11,Mid Rise,1993,32,South-East,24030000
HP01844,Pune,Apartment,4,5,1,Unfurnished,2085,11,32,High Rise,2019,6,West,26710000
HP00971,Pune,Apartment,1,2,2,Unfurnished,681,12,27,High Rise,2012,13,East,8490000
HP01612,Chennai,Penthouse,3,4,2,Semi-Furnished,1793,4,13,High Rise,2012,13,South,28710000
HP02006,Bengaluru,Apartment,3,4,1,Unfurnished,1431,1,16,High Rise,2007,18,South-East,14180000
HP01495,Pune,Villa,5,6,1,Furnished,2160,0,3,Bungalow,2009,16,South,33580000
HP02187,Chennai,Apartment,3,4,2,Unfurnished,1358,4,11,Mid Rise,2015,10,North-West,18550000
HP01610,Kolkata,Independent House,4,5,1,Unfurnished,2451,11,11,Gated Community,2024,1,South-East,30400000
HP01643,Hyderabad,Apartment,4,4,1,Semi-Furnished,2173,3,6,Mid Rise,2004,21,North,28480000
HP01909,Hyderabad,Apartment,2,2,2,Semi-Furnished,704,2,3,Standalone Building,2010,15,West,10450000
HP02119,Pune,Apartment,1,2,1,Unfurnished,770,2,2,Standalone Building,2008,17,South-West,8570000
HP00076,Bengaluru,Apartment,2,2,2,Semi-Furnished,1294,6,10,Gated Community,2021,4,East,17540000
HP01389,Kolkata,Apartment,3,4,2,Semi-Furnished,1662,5,14,High Rise,2006,19,South-West,17780000
HP01510,Bengaluru,Apartment,4,4,2,Semi-Furnished,2190,1,11,Mid Rise,2012,13,South-West,26650000
HP01705,Delhi NCR,Apartment,3,3,1,Unfurnished,1782,4,6,Mid Rise,2020,5,South-East,20360000
HP01894,Delhi NCR,Independent House,2,3,2,Semi-Furnished,713,2,9,Gated Community,2025,0,East,11300000
HP02304,Chennai,Apartment,3,4,2,Unfurnished,1878,6,6,Mid Rise,2024,1,South,20900000
HP02289,Hyderabad,Apartment,2,2,1,Semi-Furnished,1115,2,31,High Rise,2009,16,West,12170000
HP01022,Hyderabad,Apartment,3,4,3,Semi-Furnished,1855,1,2,Standalone Building,2015,10,North,18800000
HP00953,Hyderabad,Row House,1,1,2,Semi-Furnished,479,1,2,Standalone Building,2011,14,South,5690000
HP01739,Kolkata,Apartment,2,2,2,Furnished,784,3,4,Standalone Building,2007,18,South-East,8370000
HP00164,MMR,Studio,0,2,1,Furnished,416,9,12,Mid Rise,1999,26,North-West,7900000
HP00793,Delhi NCR,Studio,0,1,1,Unfurnished,496,5,6,Mid Rise,2018,7,North,5940000
HP00311,MMR,Row House,2,2,2,Semi-Furnished,1299,0,3,Bungalow,2024,1,North-West,43310000
HP01721,MMR,Independent House,3,3,2,Semi-Furnished,1702,2,5,Standalone Building,2010,15,East,40400000
HP01083,Delhi NCR,Row House,2,3,2,Semi-Furnished,966,1,3,Standalone Building,2018,7,East,14570000
HP01435,Delhi NCR,Apartment,2,3,1,Unfurnished,819,3,7,Mid Rise,2006,19,South-West,8630000
HP01139,Delhi NCR,Apartment,4,4,2,Furnished,2435,3,7,Mid Rise,2021,4,North,36070000
HP00553,Kolkata,Apartment,2,2,2,Unfurnished,1119,5,22,High Rise,2008,17,South-West,12900000
HP01750,Bengaluru,Apartment,2,3,1,Unfurnished,1243,5,8,Mid Rise,2003,22,South-West,16090000
HP01266,Delhi NCR,Independent House,5,6,1,Semi-Furnished,2077,0,3,Bungalow,2010,15,North,23890000
HP01816,Chennai,Villa,5,6,1,Unfurnished,3501,0,1,Bungalow,2013,12,East,56830000
HP01569,Ahmedabad,Row House,2,2,2,Unfurnished,1114,2,10,Gated Community,2017,8,East,7700000
HP00739,Pune,Villa,5,6,2,Unfurnished,2898,0,2,Bungalow,2025,0,East,41650000
HP00191,Kolkata,Apartment,2,2,2,Unfurnished,874,8,8,Mid Rise,2020,5,South-West,9560000
HP01888,Hyderabad,Apartment,2,3,3,Furnished,1217,3,6,Mid Rise,2000,25,South-West,16070000
HP00801,MMR,Independent House,3,4,3,Furnished,1407,0,3,Bungalow,2020,5,East,32690000
HP01425,Pune,Apartment,4,5,3,Semi-Furnished,2552,11,25,High Rise,2025,0,East,35710000
HP01881,Ahmedabad,Apartment,2,2,1,Semi-Furnished,1157,17,35,High Rise,2013,12,East,8770000
HP01847,Bengaluru,Apartment,3,4,2,Unfurnished,1853,2,7,Gated Community,2021,4,West,22530000
HP01186,Delhi NCR,Penthouse,4,5,1,Semi-Furnished,1596,14,25,High Rise,2014,11,South,26490000
HP00602,Pune,Villa,4,5,1,Unfurnished,2321,3,3,Standalone Building,2021,4,North-West,33960000
HP00876,Pune,Apartment,1,2,2,Unfurnished,477,36,38,High Rise,2005,20,South-East,5780000
HP00543,MMR,Studio,0,2,1,Semi-Furnished,503,7,12,Mid Rise,2025,0,South-East,10620000
HP01531,Delhi NCR,Apartment,2,3,1,Semi-Furnished,1289,25,27,High Rise,2017,8,South,16850000
HP00674,Delhi NCR,Apartment,3,4,2,Semi-Furnished,1551,9,19,High Rise,2002,23,South-West,20670000
HP01047,Bengaluru,Apartment,2,2,2,Unfurnished,1178,10,10,Mid Rise,2003,22,East,12560000
HP02009,Hyderabad,Row House,3,4,1,Semi-Furnished,1615,0,1,Bungalow,2014,11,South-West,16410000
HP01426,Delhi NCR,Apartment,2,3,2,Unfurnished,1247,3,7,Mid Rise,2016,9,East,13990000
HP01922,Bengaluru,Studio,0,2,0,Furnished,304,27,39,High Rise,2002,23,South-East,3460000
HP00570,Chennai,Independent House,2,2,2,Semi-Furnished,1011,3,4,Low Rise,2025,0,South-East,13360000
HP01558,Bengaluru,Apartment,3,4,1,Unfurnished,1158,18,19,High Rise,2013,12,West,14340000
HP02276,Kolkata,Apartment,2,3,3,Semi-Furnished,1140,6,6,Mid Rise,2015,10,South-West,11480000
HP00201,Bengaluru,Apartment,1,1,1,Semi-Furnished,735,2,3,Low Rise,2005,20,South-West,9430000
HP01882,Pune,Row House,2,3,2,Semi-Furnished,848,8,8,Gated Community,2016,9,North-East,10830000
HP02162,Pune,Apartment,4,4,1,Unfurnished,2526,1,7,Mid Rise,2016,9,North-West,32820000
HP00993,Pune,Apartment,2,3,1,Furnished,1069,6,34,High Rise,2022,3,North,13930000
HP00176,Kolkata,Apartment,3,3,1,Unfurnished,1193,20,29,High Rise,2022,3,South,12960000
HP00898,MMR,Studio,0,1,1,Semi-Furnished,500,17,38,High Rise,2021,4,East,9540000
HP02316,Chennai,Row House,2,3,1,Furnished,1289,2,11,Gated Community,2016,9,South-West,18440000
HP01940,Delhi NCR,Apartment,1,2,2,Unfurnished,459,2,12,Mid Rise,2009,16,North,6230000
HP00330,Hyderabad,Apartment,2,3,1,Unfurnished,1208,10,10,Mid Rise,2014,11,South-East,12350000
HP00065,Ahmedabad,Independent House,4,5,2,Unfurnished,2571,1,4,Low Rise,2010,15,North,17270000
HP01604,Kolkata,Apartment,2,3,2,Unfurnished,930,14,33,High Rise,2018,7,North-East,8910000
HP01480,Hyderabad,Apartment,1,2,1,Furnished,494,2,7,Mid Rise,2015,10,North-West,5520000
HP01991,Bengaluru,Apartment,2,2,1,Unfurnished,1139,16,20,High Rise,2023,2,North,16510000
HP01343,Chennai,Studio,0,1,1,Semi-Furnished,310,1,2,Standalone Building,2014,11,North,3910000
HP01554,Pune,Independent House,3,4,1,Semi-Furnished,1795,10,10,Gated Community,2021,4,South-West,20790000
HP00163,Ahmedabad,Apartment,4,5,2,Furnished,1914,1,2,Standalone Building,2012,13,East,15690000
HP01019,Kolkata,Apartment,1,2,1,Unfurnished,689,8,14,High Rise,2014,11,South-East,7420000
HP00911,Kolkata,Apartment,4,5,1,Unfurnished,1623,6,17,High Rise,2006,19,West,18780000
HP00085,Ahmedabad,Independent House,3,4,2,Unfurnished,1847,3,4,Standalone Building,2012,13,North,13020000
HP01342,Bengaluru,Studio,0,1,0,Semi-Furnished,300,13,20,High Rise,2017,8,South-West,4010000
HP01257,Hyderabad,Apartment,2,2,1,Unfurnished,1005,1,6,Mid Rise,2006,19,North-West,9850000
HP02326,Hyderabad,Villa,4,5,1,Unfurnished,2150,2,6,Gated Community,2020,5,East,29760000
HP00882,Hyderabad,Row House,2,3,1,Furnished,1173,1,2,Standalone Building,2005,20,South-West,13770000
HP00119,Chennai,Studio,0,1,0,Furnished,522,0,2,Standalone Building,2021,4,South-West,6570000
HP00345,Ahmedabad,Independent House,3,4,2,Unfurnished,1449,3,3,Standalone Building,2014,11,West,9740000
HP00143,Bengaluru,Apartment,2,3,2,Furnished,1136,12,22,High Rise,2025,0,North,15130000
HP00312,Pune,Studio,0,2,1,Semi-Furnished,539,7,25,High Rise,2006,19,South-East,5910000
HP01812,Bengaluru,Studio,0,2,1,Unfurnished,454,4,23,High Rise,2016,9,West,5180000
HP00141,Ahmedabad,Apartment,2,3,1,Semi-Furnished,1061,4,21,High Rise,2011,14,East,6450000
HP01504,Delhi NCR,Apartment,1,1,1,Semi-Furnished,465,4,5,Low Rise,1999,26,East,5820000
HP00613,Hyderabad,Independent House,3,3,2,Unfurnished,1744,0,1,Bungalow,2011,14,East,18290000
HP01321,Hyderabad,Apartment,3,4,1,Unfurnished,1261,5,12,High Rise,2021,4,North,12910000
HP00112,Delhi NCR,Apartment,2,2,3,Semi-Furnished,1201,0,4,Standalone Building,1998,27,East,15310000
HP00246,Hyderabad,Apartment,1,2,3,Semi-Furnished,789,0,2,Standalone Building,2016,9,South-East,8050000
HP00569,MMR,Penthouse,4,4,1,Semi-Furnished,2557,33,39,High Rise,1996,29,South-West,75750000
HP00800,Chennai,Independent House,4,4,2,Semi-Furnished,1566,3,3,Standalone Building,2019,6,East,18390000
HP00109,MMR,Apartment,3,4,2,Unfurnished,1132,5,10,Mid Rise,2025,0,North,25740000
HP02332,MMR,Apartment,2,2,2,Furnished,1293,3,3,Standalone Building,2025,0,North,31710000
HP00174,Hyderabad,Independent House,4,5,1,Semi-Furnished,1703,1,3,Standalone Building,2008,17,North-East,18020000
HP01045,Ahmedabad,Apartment,3,4,1,Furnished,1124,1,9,Mid Rise,2021,4,South,9850000
HP02252,Pune,Apartment,2,3,2,Furnished,1092,15,25,High Rise,2015,10,North,14700000
HP02156,MMR,Studio,0,2,1,Semi-Furnished,533,11,12,Mid Rise,2008,17,North,9350000
HP01823,Delhi NCR,Studio,0,2,1,Semi-Furnished,433,5,11,Mid Rise,2013,12,East,5490000
HP01581,Delhi NCR,Apartment,3,3,2,Furnished,1354,4,12,Gated Community,2002,23,North-East,21130000
HP02362,Chennai,Villa,4,5,1,Semi-Furnished,2301,0,3,Bungalow,2012,13,North,31460000
HP00529,Delhi NCR,Villa,2,2,2,Furnished,723,4,5,Standalone Building,2007,18,North,11980000
HP01853,Ahmedabad,Apartment,2,2,1,Semi-Furnished,1151,6,33,High Rise,2016,9,West,8200000
HP01932,Hyderabad,Apartment,1,2,2,Semi-Furnished,484,25,31,High Rise,2017,8,South,5910000
HP00122,Ahmedabad,Apartment,2,2,2,Furnished,1164,13,32,High Rise,2022,3,South-East,8450000
HP00724,Delhi NCR,Apartment,3,3,2,Semi-Furnished,1755,7,11,Mid Rise,2018,7,South-East,20210000
HP00365,Kolkata,Independent House,6,7,2,Semi-Furnished,2398,0,3,Low Rise,2022,3,North-West,29350000
HP02314,MMR,Apartment,2,3,2,Unfurnished,828,7,7,Mid Rise,2010,15,North-West,15660000
HP02135,Delhi NCR,Apartment,2,3,1,Furnished,1118,5,8,Gated Community,2019,6,South,13910000
HP00208,MMR,Apartment,3,4,1,Semi-Furnished,1276,7,10,Mid Rise,2025,0,North-West,29690000
HP00770,Delhi NCR,Villa,3,3,1,Unfurnished,1733,4,9,Gated Community,2006,19,South,26160000
HP01211,Bengaluru,Apartment,2,2,2,Semi-Furnished,1050,1,7,Mid Rise,2017,8,North-West,16180000
HP01279,Bengaluru,Apartment,2,3,1,Semi-Furnished,1298,5,10,Gated Community,2012,13,West,14620000
HP00298,Hyderabad,Villa,6,6,2,Semi-Furnished,3728,2,2,Standalone Building,2007,18,South-East,47210000
HP01843,Bengaluru,Independent House,3,3,2,Semi-Furnished,1319,0,2,Standalone Building,2018,7,South-East,19100000
HP00826,Chennai,Apartment,4,5,1,Furnished,2240,2,8,Mid Rise,2016,9,West,24050000
HP01169,Delhi NCR,Apartment,3,3,1,Furnished,1696,3,5,Standalone Building,2008,17,South-East,21510000
HP01381,Hyderabad,Apartment,2,2,1,Semi-Furnished,724,6,7,Gated Community,2024,1,North,8290000
HP02235,Hyderabad,Row House,3,3,2,Semi-Furnished,1646,4,5,Standalone Building,2013,12,North-West,21060000
HP01275,Pune,Apartment,3,4,2,Unfurnished,1595,23,34,High Rise,2004,21,North,18890000
HP01982,Ahmedabad,Apartment,2,2,3,Semi-Furnished,1036,1,5,Low Rise,2017,8,North,7020000
HP00479,Bengaluru,Independent House,4,5,3,Furnished,2493,8,9,Gated Community,2005,20,East,34300000
HP01194,Delhi NCR,Apartment,3,4,3,Semi-Furnished,1460,2,12,Mid Rise,2004,21,North-West,20610000
HP00304,Ahmedabad,Villa,3,4,2,Semi-Furnished,1313,5,12,Gated Community,2015,10,North,13220000
HP00779,Ahmedabad,Apartment,3,3,2,Semi-Furnished,1819,19,25,High Rise,2016,9,North-East,13410000
HP02045,Pune,Apartment,1,1,2,Furnished,738,15,27,High Rise,1998,27,North,7460000
HP01328,Kolkata,Villa,3,3,2,Unfurnished,1443,0,3,Bungalow,2011,14,West,19880000
HP00297,Pune,Apartment,3,4,1,Unfurnished,1250,1,22,High Rise,2022,3,North,18230000
HP01535,Pune,Apartment,3,3,3,Unfurnished,1424,1,6,Gated Community,2007,18,South-West,18340000
HP02050,Bengaluru,Penthouse,4,4,1,Semi-Furnished,1642,4,13,High Rise,2020,5,South,26330000
HP01285,Bengaluru,Independent House,5,5,1,Semi-Furnished,2364,0,1,Bungalow,2005,20,North-West,31590000
HP02282,Pune,Independent House,3,4,2,Semi-Furnished,1286,0,3,Bungalow,2015,10,South-West,14310000
HP02183,Pune,Apartment,2,3,2,Unfurnished,837,5,15,High Rise,2014,11,South-West,11510000
HP00355,Bengaluru,Apartment,1,1,2,Furnished,756,3,3,Standalone Building,2002,23,North-East,9610000
HP01626,Pune,Apartment,3,4,3,Semi-Furnished,1848,0,4,Standalone Building,2010,15,South-West,25060000
HP01567,Chennai,Apartment,3,4,1,Semi-Furnished,1089,1,11,Gated Community,2017,8,South-West,13410000
HP01487,MMR,Penthouse,3,3,2,Furnished,1613,34,35,High Rise,1998,27,North,48970000
HP01899,Hyderabad,Villa,4,5,2,Semi-Furnished,1552,1,4,Standalone Building,2015,10,North,25490000
HP02220,Hyderabad,Apartment,2,2,2,Unfurnished,1123,1,5,Standalone Building,2009,16,East,11630000
HP00647,Ahmedabad,Independent House,2,2,1,Semi-Furnished,1056,2,3,Standalone Building,2006,19,North-East,6880000
HP01478,Pune,Apartment,3,3,2,Unfurnished,1267,2,8,Gated Community,2008,17,North-West,13020000
HP01224,Hyderabad,Apartment,2,2,2,Unfurnished,1017,16,25,High Rise,2019,6,South-East,12190000
HP00366,Kolkata,Apartment,3,4,2,Semi-Furnished,1207,9,9,Gated Community,2003,22,North,12840000
HP01110,Chennai,Apartment,4,4,2,Semi-Furnished,1903,12,32,High Rise,2011,14,North,28260000
HP01209,Chennai,Apartment,2,3,1,Semi-Furnished,1035,11,26,High Rise,2024,1,South-East,16660000
HP00866,Hyderabad,Apartment,3,3,2,Semi-Furnished,1254,7,12,Gated Community,2002,23,South,13880000
HP02327,Ahmedabad,Studio,0,1,1,Unfurnished,525,11,38,High Rise,2005,20,South-East,3650000
HP00648,Pune,Apartment,2,3,2,Semi-Furnished,1140,3,21,High Rise,2025,0,South,16860000
HP00989,Delhi NCR,Independent House,2,3,1,Semi-Furnished,866,12,12,Gated Community,2020,5,North,12040000
HP01136,Delhi NCR,Villa,4,5,2,Furnished,2183,5,5,Low Rise,2013,12,South,38030000
HP00697,Kolkata,Apartment,1,1,1,Furnished,478,4,5,Low Rise,2007,18,West,5070000
HP00455,Ahmedabad,Independent House,3,4,2,Unfurnished,1109,0,3,Bungalow,2010,15,South-West,7020000
HP01747,Chennai,Villa,2,3,1,Furnished,1132,2,5,Low Rise,2019,6,South-East,14540000
HP01996,Kolkata,Row House,2,3,2,Unfurnished,1008,3,4,Standalone Building,2004,21,South-East,11320000
HP00344,Pune,Apartment,3,3,2,Semi-Furnished,1740,28,37,High Rise,2014,11,South-West,21210000
HP00027,Chennai,Apartment,3,4,2,Semi-Furnished,1216,12,26,High Rise,2023,2,South-West,15800000
HP00247,Ahmedabad,Apartment,4,4,2,Unfurnished,2071,14,22,High Rise,2019,6,South-West,17040000
HP00538,Ahmedabad,Apartment,2,3,1,Furnished,932,4,5,Low Rise,2005,20,South,7660000
HP00115,Kolkata,Apartment,3,3,2,Semi-Furnished,1243,8,11,Gated Community,2025,0,North,14520000
HP02081,Bengaluru,Apartment,1,2,2,Semi-Furnished,601,37,38,High Rise,2014,11,North-East,8430000
HP02297,Delhi NCR,Apartment,3,4,2,Furnished,1334,7,28,High Rise,2018,7,North-East,20220000
HP00139,Delhi NCR,Independent House,3,4,2,Unfurnished,1223,0,2,Bungalow,2013,12,North,15990000
HP01960,Hyderabad,Apartment,1,2,1,Unfurnished,555,15,30,High Rise,2022,3,North-East,6500000
HP02018,Ahmedabad,Apartment,2,3,1,Semi-Furnished,1237,13,26,High Rise,2007,18,South-West,8830000
HP00958,Bengaluru,Villa,5,6,1,Unfurnished,3766,0,5,Low Rise,2019,6,North-West,55800000
HP00902,Chennai,Apartment,3,3,1,Unfurnished,1160,29,29,High Rise,2023,2,North-East,14890000
HP00372,Bengaluru,Independent House,3,4,1,Unfurnished,1414,0,3,Bungalow,2019,6,North-West,19480000
HP00868,Kolkata,Independent House,4,4,2,Unfurnished,1957,0,3,Bungalow,2018,7,North,21350000
HP02190,Pune,Independent House,3,4,2,Unfurnished,1847,1,2,Standalone Building,2021,4,North,25940000
HP01609,Bengaluru,Penthouse,2,2,1,Furnished,900,14,31,High Rise,2007,18,South,17480000
HP01763,Pune,Apartment,2,3,1,Furnished,808,19,30,High Rise,2011,14,East,10410000
HP01070,Delhi NCR,Row House,2,2,1,Semi-Furnished,866,0,2,Low Rise,2019,6,South,12850000
